<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
ВТБ ао;W;14/06/21;000000;0.047345;294387020000
ВТБ ао;W;21/06/21;000000;0.048635;200993170000
ВТБ ао;W;28/06/21;000000;0.04877;247949960000
ВТБ ао;W;05/07/21;000000;0.048995;255704640000
ВТБ ао;W;12/07/21;000000;0.04725;179016910000
ВТБ ао;W;19/07/21;000000;0.046735;179264450000
ВТБ ао;W;26/07/21;000000;0.04846;279352560000
ВТБ ао;W;02/08/21;000000;0.049945;200599570000
ВТБ ао;W;09/08/21;000000;0.051445;280373700000
ВТБ ао;W;16/08/21;000000;0.050685;229699230000
ВТБ ао;W;23/08/21;000000;0.050805;145817330000
ВТБ ао;W;30/08/21;000000;0.0524;242881780000
ВТБ ао;W;06/09/21;000000;0.05195;255827580000
ВТБ ао;W;13/09/21;000000;0.0514;211261730000
ВТБ ао;W;20/09/21;000000;0.050925;197406090000
ВТБ ао;W;27/09/21;000000;0.051485;259387860000
ВТБ ао;W;04/10/21;000000;0.054595;411522440000
ВТБ ао;W;11/10/21;000000;0.0556;332573570000
ВТБ ао;W;18/10/21;000000;0.0544;338772630000
ВТБ ао;W;25/10/21;000000;0.05273;346350050000
ВТБ ао;W;01/11/21;000000;0.052815;194882650000
ВТБ ао;W;08/11/21;000000;0.05029;350565650000
ВТБ ао;W;15/11/21;000000;0.050495;393086970000
ВТБ ао;W;22/11/21;000000;0.04658;397703670000
ВТБ ао;W;29/11/21;000000;0.04861;350495700000
ВТБ ао;W;06/12/21;000000;0.045935;300360890000
ВТБ ао;W;13/12/21;000000;0.046905;508451860000
ВТБ ао;W;20/12/21;000000;0.04709;254330480000
ВТБ ао;W;27/12/21;000000;0.048195;154845400000
ВТБ ао;W;03/01/22;000000;0.048445;145101890000
ВТБ ао;W;10/01/22;000000;0.04641;499795230000
ВТБ ао;W;17/01/22;000000;0.043935;596793440000
ВТБ ао;W;24/01/22;000000;0.043395;756294870000
ВТБ ао;W;31/01/22;000000;0.04125;391427260000
ВТБ ао;W;07/02/22;000000;0.0405;474581900000
ВТБ ао;W;14/02/22;000000;0.03929;614584920000
ВТБ ао;W;21/02/22;000000;0.02011;1537040670000
СОЛЛЕРС;W;11/01/10;000000;442.5;187171
СОЛЛЕРС;W;18/01/10;000000;432.49;135005
СОЛЛЕРС;W;25/01/10;000000;420;102091
СОЛЛЕРС;W;01/02/10;000000;409.89;77549
СОЛЛЕРС;W;08/02/10;000000;462.98;817505
СОЛЛЕРС;W;15/02/10;000000;520.9;741845
СОЛЛЕРС;W;22/02/10;000000;526;205911
СОЛЛЕРС;W;01/03/10;000000;569;441922
СОЛЛЕРС;W;08/03/10;000000;548;155859
СОЛЛЕРС;W;15/03/10;000000;545;136965
СОЛЛЕРС;W;22/03/10;000000;533.94;79027
СОЛЛЕРС;W;29/03/10;000000;551.12;145524
СОЛЛЕРС;W;05/04/10;000000;563;327924
СОЛЛЕРС;W;12/04/10;000000;581;311579
СОЛЛЕРС;W;19/04/10;000000;568.97;227256
СОЛЛЕРС;W;26/04/10;000000;523.3;171710
СОЛЛЕРС;W;03/05/10;000000;415;295058
СОЛЛЕРС;W;10/05/10;000000;510.01;279672
СОЛЛЕРС;W;17/05/10;000000;477;183396
СОЛЛЕРС;W;24/05/10;000000;487.69;207701
СОЛЛЕРС;W;31/05/10;000000;493.84;93233
СОЛЛЕРС;W;07/06/10;000000;437.95;177625
СОЛЛЕРС;W;14/06/10;000000;440;147588
СОЛЛЕРС;W;21/06/10;000000;441.1;90188
СОЛЛЕРС;W;28/06/10;000000;410;99235
СОЛЛЕРС;W;05/07/10;000000;439;80025
СОЛЛЕРС;W;12/07/10;000000;427;70913
СОЛЛЕРС;W;19/07/10;000000;446.98;84052
СОЛЛЕРС;W;26/07/10;000000;450;94140
СОЛЛЕРС;W;02/08/10;000000;514.89;157822
СОЛЛЕРС;W;09/08/10;000000;464.01;156338
СОЛЛЕРС;W;16/08/10;000000;462.48;113804
СОЛЛЕРС;W;23/08/10;000000;467.98;86573
СОЛЛЕРС;W;30/08/10;000000;508.29;278018
СОЛЛЕРС;W;06/09/10;000000;515.46;88762
СОЛЛЕРС;W;13/09/10;000000;504.87;84110
СОЛЛЕРС;W;20/09/10;000000;499.99;132745
СОЛЛЕРС;W;27/09/10;000000;485.91;87991
СОЛЛЕРС;W;04/10/10;000000;479;130042
СОЛЛЕРС;W;11/10/10;000000;500.85;165555
СОЛЛЕРС;W;18/10/10;000000;503;182611
СОЛЛЕРС;W;25/10/10;000000;528.07;177500
СОЛЛЕРС;W;01/11/10;000000;532;48640
СОЛЛЕРС;W;08/11/10;000000;518.48;151651
СОЛЛЕРС;W;15/11/10;000000;522.78;59964
СОЛЛЕРС;W;22/11/10;000000;519.8;50267
СОЛЛЕРС;W;29/11/10;000000;571.51;250093
СОЛЛЕРС;W;06/12/10;000000;593.01;273358
СОЛЛЕРС;W;13/12/10;000000;626.3;220290
СОЛЛЕРС;W;20/12/10;000000;639.99;253588
СОЛЛЕРС;W;27/12/10;000000;646.99;178072
СОЛЛЕРС;W;10/01/11;000000;713.87;256049
СОЛЛЕРС;W;17/01/11;000000;714;244529
СОЛЛЕРС;W;24/01/11;000000;684.97;107846
СОЛЛЕРС;W;31/01/11;000000;615;216044
СОЛЛЕРС;W;07/02/11;000000;639.4;164140
СОЛЛЕРС;W;14/02/11;000000;648.8;346519
СОЛЛЕРС;W;21/02/11;000000;614;183229
СОЛЛЕРС;W;28/02/11;000000;627.8;194477
СОЛЛЕРС;W;07/03/11;000000;610.5;81110
СОЛЛЕРС;W;14/03/11;000000;587;162810
СОЛЛЕРС;W;21/03/11;000000;581.3;88200
СОЛЛЕРС;W;28/03/11;000000;624.8;263710
СОЛЛЕРС;W;04/04/11;000000;618.9;206470
СОЛЛЕРС;W;11/04/11;000000;583.1;119520
СОЛЛЕРС;W;18/04/11;000000;595;193510
СОЛЛЕРС;W;25/04/11;000000;556;166960
СОЛЛЕРС;W;02/05/11;000000;505.2;173560
СОЛЛЕРС;W;09/05/11;000000;510.6;137990
СОЛЛЕРС;W;16/05/11;000000;516;167770
СОЛЛЕРС;W;23/05/11;000000;548.8;152140
СОЛЛЕРС;W;30/05/11;000000;532.5;114820
СОЛЛЕРС;W;06/06/11;000000;523.2;94370
СОЛЛЕРС;W;13/06/11;000000;520.4;33870
СОЛЛЕРС;W;20/06/11;000000;525.8;54620
СОЛЛЕРС;W;27/06/11;000000;519.5;73780
СОЛЛЕРС;W;04/07/11;000000;530;69760
СОЛЛЕРС;W;11/07/11;000000;518;73960
СОЛЛЕРС;W;18/07/11;000000;508.9;89030
СОЛЛЕРС;W;25/07/11;000000;496.6;68390
СОЛЛЕРС;W;01/08/11;000000;416.5;303180
СОЛЛЕРС;W;08/08/11;000000;386.1;504160
СОЛЛЕРС;W;15/08/11;000000;351;239980
СОЛЛЕРС;W;22/08/11;000000;363.7;65070
СОЛЛЕРС;W;29/08/11;000000;369.1;251870
СОЛЛЕРС;W;05/09/11;000000;368.1;95320
СОЛЛЕРС;W;12/09/11;000000;383.5;130090
СОЛЛЕРС;W;19/09/11;000000;326.9;133600
СОЛЛЕРС;W;26/09/11;000000;336.5;164160
СОЛЛЕРС;W;03/10/11;000000;321.2;127530
СОЛЛЕРС;W;10/10/11;000000;380.4;106430
СОЛЛЕРС;W;17/10/11;000000;434;135000
СОЛЛЕРС;W;24/10/11;000000;414.3;154140
СОЛЛЕРС;W;31/10/11;000000;388.6;61740
СОЛЛЕРС;W;07/11/11;000000;382;64220
СОЛЛЕРС;W;14/11/11;000000;356;43160
СОЛЛЕРС;W;21/11/11;000000;327.5;76320
СОЛЛЕРС;W;28/11/11;000000;362.6;207580
СОЛЛЕРС;W;05/12/11;000000;326.2;114130
СОЛЛЕРС;W;12/12/11;000000;316.3;91900
СОЛЛЕРС;W;19/12/11;000000;304;53930
СОЛЛЕРС;W;26/12/11;000000;305.9;198490
СОЛЛЕРС;W;02/01/12;000000;308.1;21640
СОЛЛЕРС;W;09/01/12;000000;318.8;98620
СОЛЛЕРС;W;16/01/12;000000;319;106480
СОЛЛЕРС;W;23/01/12;000000;360.1;326110
СОЛЛЕРС;W;30/01/12;000000;363.3;211870
СОЛЛЕРС;W;06/02/12;000000;367.4;226310
СОЛЛЕРС;W;13/02/12;000000;413.4;455360
СОЛЛЕРС;W;20/02/12;000000;422;130630
СОЛЛЕРС;W;27/02/12;000000;418;126830
СОЛЛЕРС;W;05/03/12;000000;410.4;55380
СОЛЛЕРС;W;12/03/12;000000;476;356610
СОЛЛЕРС;W;19/03/12;000000;467;417320
СОЛЛЕРС;W;26/03/12;000000;466.9;83450
СОЛЛЕРС;W;02/04/12;000000;500.5;178000
СОЛЛЕРС;W;09/04/12;000000;518.8;354670
СОЛЛЕРС;W;16/04/12;000000;494;270830
СОЛЛЕРС;W;23/04/12;000000;486.4;307020
СОЛЛЕРС;W;30/04/12;000000;428;94220
СОЛЛЕРС;W;07/05/12;000000;407;55460
СОЛЛЕРС;W;14/05/12;000000;375.9;111750
СОЛЛЕРС;W;21/05/12;000000;374.9;40290
СОЛЛЕРС;W;28/05/12;000000;383.5;69010
СОЛЛЕРС;W;04/06/12;000000;407;55880
СОЛЛЕРС;W;11/06/12;000000;416;29650
СОЛЛЕРС;W;18/06/12;000000;382.5;34670
СОЛЛЕРС;W;25/06/12;000000;394;42880
СОЛЛЕРС;W;02/07/12;000000;412.6;177310
СОЛЛЕРС;W;09/07/12;000000;443;162910
СОЛЛЕРС;W;16/07/12;000000;418.9;32700
СОЛЛЕРС;W;23/07/12;000000;415.1;55500
СОЛЛЕРС;W;30/07/12;000000;417;68130
СОЛЛЕРС;W;06/08/12;000000;427.2;71300
СОЛЛЕРС;W;13/08/12;000000;447;53720
СОЛЛЕРС;W;20/08/12;000000;450;99200
СОЛЛЕРС;W;27/08/12;000000;433;155640
СОЛЛЕРС;W;03/09/12;000000;445;40400
СОЛЛЕРС;W;10/09/12;000000;575.5;330020
СОЛЛЕРС;W;17/09/12;000000;550;76330
СОЛЛЕРС;W;24/09/12;000000;622;140820
СОЛЛЕРС;W;01/10/12;000000;657;189670
СОЛЛЕРС;W;08/10/12;000000;670;151070
СОЛЛЕРС;W;15/10/12;000000;689.9;104840
СОЛЛЕРС;W;22/10/12;000000;690.1;101230
СОЛЛЕРС;W;29/10/12;000000;679.2;129250
СОЛЛЕРС;W;05/11/12;000000;672.2;61460
СОЛЛЕРС;W;12/11/12;000000;637;76540
СОЛЛЕРС;W;19/11/12;000000;618.8;37540
СОЛЛЕРС;W;26/11/12;000000;668;69440
СОЛЛЕРС;W;03/12/12;000000;653.5;51770
СОЛЛЕРС;W;10/12/12;000000;654.1;39600
СОЛЛЕРС;W;17/12/12;000000;669.9;80780
СОЛЛЕРС;W;24/12/12;000000;682.3;48970
СОЛЛЕРС;W;07/01/13;000000;693.5;15710
СОЛЛЕРС;W;14/01/13;000000;778.5;166820
СОЛЛЕРС;W;21/01/13;000000;789.9;93160
СОЛЛЕРС;W;28/01/13;000000;796;80560
СОЛЛЕРС;W;04/02/13;000000;786.2;70700
СОЛЛЕРС;W;11/02/13;000000;790;61310
СОЛЛЕРС;W;18/02/13;000000;797;41710
СОЛЛЕРС;W;25/02/13;000000;798.9;45210
СОЛЛЕРС;W;04/03/13;000000;800;25260
СОЛЛЕРС;W;11/03/13;000000;781.3;63480
СОЛЛЕРС;W;18/03/13;000000;742.5;44900
СОЛЛЕРС;W;25/03/13;000000;760;47020
СОЛЛЕРС;W;01/04/13;000000;759.3;37960
СОЛЛЕРС;W;08/04/13;000000;707.9;37730
СОЛЛЕРС;W;15/04/13;000000;631;44580
СОЛЛЕРС;W;22/04/13;000000;641.2;16260
СОЛЛЕРС;W;29/04/13;000000;653.5;8330
СОЛЛЕРС;W;06/05/13;000000;686.9;17020
СОЛЛЕРС;W;13/05/13;000000;746.6;62100
СОЛЛЕРС;W;20/05/13;000000;697;41350
СОЛЛЕРС;W;27/05/13;000000;720;33660
СОЛЛЕРС;W;03/06/13;000000;715;18460
СОЛЛЕРС;W;10/06/13;000000;677.8;23190
СОЛЛЕРС;W;17/06/13;000000;681.4;17410
СОЛЛЕРС;W;24/06/13;000000;710.9;16430
СОЛЛЕРС;W;01/07/13;000000;743.4;42980
СОЛЛЕРС;W;08/07/13;000000;728.9;13290
СОЛЛЕРС;W;15/07/13;000000;701.5;25830
СОЛЛЕРС;W;22/07/13;000000;707;37380
СОЛЛЕРС;W;29/07/13;000000;707;23670
СОЛЛЕРС;W;05/08/13;000000;714.9;5920
СОЛЛЕРС;W;12/08/13;000000;709.5;23930
СОЛЛЕРС;W;19/08/13;000000;687.9;69560
СОЛЛЕРС;W;26/08/13;000000;620.1;31580
СОЛЛЕРС;W;02/09/13;000000;661.1;22540
СОЛЛЕРС;W;09/09/13;000000;697.7;25860
СОЛЛЕРС;W;16/09/13;000000;697.9;39290
СОЛЛЕРС;W;23/09/13;000000;695.1;28850
СОЛЛЕРС;W;30/09/13;000000;700;26190
СОЛЛЕРС;W;07/10/13;000000;735.6;33930
СОЛЛЕРС;W;14/10/13;000000;774.5;52980
СОЛЛЕРС;W;21/10/13;000000;788.6;42420
СОЛЛЕРС;W;28/10/13;000000;765.1;24530
СОЛЛЕРС;W;04/11/13;000000;730.6;16710
СОЛЛЕРС;W;11/11/13;000000;752;33970
СОЛЛЕРС;W;18/11/13;000000;781.4;21590
СОЛЛЕРС;W;25/11/13;000000;791.1;62000
СОЛЛЕРС;W;02/12/13;000000;764;45470
СОЛЛЕРС;W;09/12/13;000000;806.4;54420
СОЛЛЕРС;W;16/12/13;000000;855;67960
СОЛЛЕРС;W;23/12/13;000000;840;31470
СОЛЛЕРС;W;30/12/13;000000;860.4;3550
СОЛЛЕРС;W;06/01/14;000000;810.2;14010
СОЛЛЕРС;W;13/01/14;000000;773.4;33670
СОЛЛЕРС;W;20/01/14;000000;750;20940
СОЛЛЕРС;W;27/01/14;000000;705.6;54070
СОЛЛЕРС;W;03/02/14;000000;734.6;22430
СОЛЛЕРС;W;10/02/14;000000;725.1;20590
СОЛЛЕРС;W;17/02/14;000000;701;41910
СОЛЛЕРС;W;24/02/14;000000;661.1;25300
СОЛЛЕРС;W;03/03/14;000000;562;77190
СОЛЛЕРС;W;10/03/14;000000;463.9;26420
СОЛЛЕРС;W;17/03/14;000000;482.1;228560
СОЛЛЕРС;W;24/03/14;000000;497.5;122180
СОЛЛЕРС;W;31/03/14;000000;549.1;239930
СОЛЛЕРС;W;07/04/14;000000;539.9;104500
СОЛЛЕРС;W;14/04/14;000000;540.3;105010
СОЛЛЕРС;W;21/04/14;000000;523.4;36130
СОЛЛЕРС;W;28/04/14;000000;519.8;35150
СОЛЛЕРС;W;05/05/14;000000;574.5;108290
СОЛЛЕРС;W;12/05/14;000000;565;78930
СОЛЛЕРС;W;19/05/14;000000;587;45360
СОЛЛЕРС;W;26/05/14;000000;572.4;130640
СОЛЛЕРС;W;02/06/14;000000;647;243460
СОЛЛЕРС;W;09/06/14;000000;584;133930
СОЛЛЕРС;W;16/06/14;000000;571;73130
СОЛЛЕРС;W;23/06/14;000000;595;69080
СОЛЛЕРС;W;30/06/14;000000;597;53710
СОЛЛЕРС;W;07/07/14;000000;600;48900
СОЛЛЕРС;W;14/07/14;000000;597;32090
СОЛЛЕРС;W;21/07/14;000000;536;56320
СОЛЛЕРС;W;28/07/14;000000;535;83810
СОЛЛЕРС;W;04/08/14;000000;511;26690
СОЛЛЕРС;W;11/08/14;000000;529.5;70230
СОЛЛЕРС;W;18/08/14;000000;562.9;50830
СОЛЛЕРС;W;25/08/14;000000;530;57250
СОЛЛЕРС;W;01/09/14;000000;533.6;64410
СОЛЛЕРС;W;08/09/14;000000;495.5;168850
СОЛЛЕРС;W;15/09/14;000000;452;187380
СОЛЛЕРС;W;22/09/14;000000;487;89780
СОЛЛЕРС;W;29/09/14;000000;443;73840
СОЛЛЕРС;W;06/10/14;000000;445;38450
СОЛЛЕРС;W;13/10/14;000000;414;44670
СОЛЛЕРС;W;20/10/14;000000;402;21780
СОЛЛЕРС;W;27/10/14;000000;413;85960
СОЛЛЕРС;W;03/11/14;000000;440;53430
СОЛЛЕРС;W;10/11/14;000000;450;62340
СОЛЛЕРС;W;17/11/14;000000;421;83550
СОЛЛЕРС;W;24/11/14;000000;412;80300
СОЛЛЕРС;W;01/12/14;000000;427;104150
СОЛЛЕРС;W;08/12/14;000000;405;47220
СОЛЛЕРС;W;15/12/14;000000;332;135640
СОЛЛЕРС;W;22/12/14;000000;352;110570
СОЛЛЕРС;W;29/12/14;000000;350;9000
СОЛЛЕРС;W;05/01/15;000000;356;11780
СОЛЛЕРС;W;12/01/15;000000;322;153800
СОЛЛЕРС;W;19/01/15;000000;320;181800
СОЛЛЕРС;W;26/01/15;000000;300;144110
СОЛЛЕРС;W;02/02/15;000000;321;154820
СОЛЛЕРС;W;09/02/15;000000;347;206150
СОЛЛЕРС;W;16/02/15;000000;379;215660
СОЛЛЕРС;W;23/02/15;000000;375;168970
СОЛЛЕРС;W;02/03/15;000000;368;60250
СОЛЛЕРС;W;09/03/15;000000;368;163260
СОЛЛЕРС;W;16/03/15;000000;369;94290
СОЛЛЕРС;W;23/03/15;000000;367;45800
СОЛЛЕРС;W;30/03/15;000000;373;76660
СОЛЛЕРС;W;06/04/15;000000;387;154390
СОЛЛЕРС;W;13/04/15;000000;414;185130
СОЛЛЕРС;W;20/04/15;000000;412;45440
СОЛЛЕРС;W;27/04/15;000000;412;17550
СОЛЛЕРС;W;04/05/15;000000;430;49500
СОЛЛЕРС;W;11/05/15;000000;445;121280
СОЛЛЕРС;W;18/05/15;000000;461;105960
СОЛЛЕРС;W;25/05/15;000000;484;53950
СОЛЛЕРС;W;01/06/15;000000;420;97360
СОЛЛЕРС;W;08/06/15;000000;422;42430
СОЛЛЕРС;W;15/06/15;000000;432;28990
СОЛЛЕРС;W;22/06/15;000000;440;24380
СОЛЛЕРС;W;29/06/15;000000;417;26540
СОЛЛЕРС;W;06/07/15;000000;409;25590
СОЛЛЕРС;W;13/07/15;000000;399;27950
СОЛЛЕРС;W;20/07/15;000000;356;178350
СОЛЛЕРС;W;27/07/15;000000;365;46020
СОЛЛЕРС;W;03/08/15;000000;396;73190
СОЛЛЕРС;W;10/08/15;000000;400;83350
СОЛЛЕРС;W;17/08/15;000000;390;31680
СОЛЛЕРС;W;24/08/15;000000;398;37630
СОЛЛЕРС;W;31/08/15;000000;425;26270
СОЛЛЕРС;W;07/09/15;000000;459;76200
СОЛЛЕРС;W;14/09/15;000000;491;181180
СОЛЛЕРС;W;21/09/15;000000;419;52280
СОЛЛЕРС;W;28/09/15;000000;437;23610
СОЛЛЕРС;W;05/10/15;000000;439;25330
СОЛЛЕРС;W;12/10/15;000000;436;56530
СОЛЛЕРС;W;19/10/15;000000;467;51320
СОЛЛЕРС;W;26/10/15;000000;452;33430
СОЛЛЕРС;W;02/11/15;000000;444;38670
СОЛЛЕРС;W;09/11/15;000000;404;39810
СОЛЛЕРС;W;16/11/15;000000;425;49550
СОЛЛЕРС;W;23/11/15;000000;425;17140
СОЛЛЕРС;W;30/11/15;000000;426;6360
СОЛЛЕРС;W;07/12/15;000000;411;26030
СОЛЛЕРС;W;14/12/15;000000;407;32230
СОЛЛЕРС;W;21/12/15;000000;400;36440
СОЛЛЕРС;W;28/12/15;000000;402;7760
СОЛЛЕРС;W;04/01/16;000000;399;12120
СОЛЛЕРС;W;11/01/16;000000;383;41190
СОЛЛЕРС;W;18/01/16;000000;411;56250
СОЛЛЕРС;W;25/01/16;000000;423;39440
СОЛЛЕРС;W;01/02/16;000000;406;38910
СОЛЛЕРС;W;08/02/16;000000;408;35740
СОЛЛЕРС;W;15/02/16;000000;396;22020
СОЛЛЕРС;W;22/02/16;000000;402;13780
СОЛЛЕРС;W;29/02/16;000000;406;18240
СОЛЛЕРС;W;07/03/16;000000;406;6630
СОЛЛЕРС;W;14/03/16;000000;411;15910
СОЛЛЕРС;W;21/03/16;000000;408;13110
СОЛЛЕРС;W;28/03/16;000000;409;17040
СОЛЛЕРС;W;04/04/16;000000;416;14110
СОЛЛЕРС;W;11/04/16;000000;453;88410
СОЛЛЕРС;W;18/04/16;000000;458;40340
СОЛЛЕРС;W;25/04/16;000000;430;34750
СОЛЛЕРС;W;02/05/16;000000;418;14650
СОЛЛЕРС;W;09/05/16;000000;438;16850
СОЛЛЕРС;W;16/05/16;000000;441;23610
СОЛЛЕРС;W;23/05/16;000000;447;22990
СОЛЛЕРС;W;30/05/16;000000;438;20520
СОЛЛЕРС;W;06/06/16;000000;455;63760
СОЛЛЕРС;W;13/06/16;000000;430;31090
СОЛЛЕРС;W;20/06/16;000000;424;41250
СОЛЛЕРС;W;27/06/16;000000;433;12020
СОЛЛЕРС;W;04/07/16;000000;437;18090
СОЛЛЕРС;W;11/07/16;000000;440;9170
СОЛЛЕРС;W;18/07/16;000000;444;32400
СОЛЛЕРС;W;25/07/16;000000;433;7300
СОЛЛЕРС;W;01/08/16;000000;440;10740
СОЛЛЕРС;W;08/08/16;000000;448;17660
СОЛЛЕРС;W;15/08/16;000000;445;15400
СОЛЛЕРС;W;22/08/16;000000;458;18640
СОЛЛЕРС;W;29/08/16;000000;479;49720
СОЛЛЕРС;W;05/09/16;000000;469;9870
СОЛЛЕРС;W;12/09/16;000000;447;93400
СОЛЛЕРС;W;19/09/16;000000;491;109750
СОЛЛЕРС;W;26/09/16;000000;584;205120
СОЛЛЕРС;W;03/10/16;000000;582;27930
СОЛЛЕРС;W;10/10/16;000000;580;13410
СОЛЛЕРС;W;17/10/16;000000;572;51270
СОЛЛЕРС;W;24/10/16;000000;534;12110
СОЛЛЕРС;W;31/10/16;000000;520;18820
СОЛЛЕРС;W;07/11/16;000000;527;17100
СОЛЛЕРС;W;14/11/16;000000;516;24200
СОЛЛЕРС;W;21/11/16;000000;535;24730
СОЛЛЕРС;W;28/11/16;000000;516;31720
СОЛЛЕРС;W;05/12/16;000000;538;21920
СОЛЛЕРС;W;12/12/16;000000;554;40220
СОЛЛЕРС;W;19/12/16;000000;546;51780
СОЛЛЕРС;W;26/12/16;000000;535;30890
СОЛЛЕРС;W;02/01/17;000000;576;20610
СОЛЛЕРС;W;09/01/17;000000;626;69880
СОЛЛЕРС;W;16/01/17;000000;596;64420
СОЛЛЕРС;W;23/01/17;000000;628;91750
СОЛЛЕРС;W;30/01/17;000000;623;45810
СОЛЛЕРС;W;06/02/17;000000;606;29090
СОЛЛЕРС;W;13/02/17;000000;613;17790
СОЛЛЕРС;W;20/02/17;000000;605;41110
СОЛЛЕРС;W;27/02/17;000000;597;13340
СОЛЛЕРС;W;06/03/17;000000;605;20660
СОЛЛЕРС;W;13/03/17;000000;606;34530
СОЛЛЕРС;W;20/03/17;000000;590;10000
СОЛЛЕРС;W;27/03/17;000000;579;8230
СОЛЛЕРС;W;03/04/17;000000;588;4440
СОЛЛЕРС;W;10/04/17;000000;587;47330
СОЛЛЕРС;W;17/04/17;000000;573;22000
СОЛЛЕРС;W;24/04/17;000000;575;22170
СОЛЛЕРС;W;01/05/17;000000;554;11850
СОЛЛЕРС;W;08/05/17;000000;547;2900
СОЛЛЕРС;W;15/05/17;000000;526;16100
СОЛЛЕРС;W;22/05/17;000000;513;15230
СОЛЛЕРС;W;29/05/17;000000;551;15400
СОЛЛЕРС;W;05/06/17;000000;546;16480
СОЛЛЕРС;W;12/06/17;000000;550;15220
СОЛЛЕРС;W;19/06/17;000000;587;9330
СОЛЛЕРС;W;26/06/17;000000;587;17760
СОЛЛЕРС;W;03/07/17;000000;550;6020
СОЛЛЕРС;W;10/07/17;000000;544;21610
СОЛЛЕРС;W;17/07/17;000000;568;9430
СОЛЛЕРС;W;24/07/17;000000;544;10120
СОЛЛЕРС;W;31/07/17;000000;526;13440
СОЛЛЕРС;W;07/08/17;000000;526;7590
СОЛЛЕРС;W;14/08/17;000000;523;7870
СОЛЛЕРС;W;21/08/17;000000;529;4920
СОЛЛЕРС;W;28/08/17;000000;540;19940
СОЛЛЕРС;W;04/09/17;000000;529;17770
СОЛЛЕРС;W;11/09/17;000000;515;28930
СОЛЛЕРС;W;18/09/17;000000;541;29790
СОЛЛЕРС;W;25/09/17;000000;573;74040
СОЛЛЕРС;W;02/10/17;000000;587;44540
СОЛЛЕРС;W;09/10/17;000000;590;9440
СОЛЛЕРС;W;16/10/17;000000;609;26620
СОЛЛЕРС;W;23/10/17;000000;607;28450
СОЛЛЕРС;W;30/10/17;000000;629;14920
СОЛЛЕРС;W;06/11/17;000000;640;16750
СОЛЛЕРС;W;13/11/17;000000;589;5930
СОЛЛЕРС;W;20/11/17;000000;600;4090
СОЛЛЕРС;W;27/11/17;000000;607;19040
СОЛЛЕРС;W;04/12/17;000000;600;5820
СОЛЛЕРС;W;11/12/17;000000;617;7380
СОЛЛЕРС;W;18/12/17;000000;627;15710
СОЛЛЕРС;W;25/12/17;000000;622;15960
СОЛЛЕРС;W;01/01/18;000000;631;390
СОЛЛЕРС;W;08/01/18;000000;634;68180
СОЛЛЕРС;W;15/01/18;000000;632;9290
СОЛЛЕРС;W;22/01/18;000000;634;5040
СОЛЛЕРС;W;29/01/18;000000;628;6660
СОЛЛЕРС;W;05/02/18;000000;609;12690
СОЛЛЕРС;W;12/02/18;000000;633;2810
СОЛЛЕРС;W;19/02/18;000000;629;2640
СОЛЛЕРС;W;26/02/18;000000;628;3080
СОЛЛЕРС;W;05/03/18;000000;628;4520
СОЛЛЕРС;W;12/03/18;000000;576;11480
СОЛЛЕРС;W;19/03/18;000000;566;17000
СОЛЛЕРС;W;26/03/18;000000;565;12920
СОЛЛЕРС;W;02/04/18;000000;528;13890
СОЛЛЕРС;W;09/04/18;000000;500;65460
СОЛЛЕРС;W;16/04/18;000000;506;44260
СОЛЛЕРС;W;23/04/18;000000;509;30960
СОЛЛЕРС;W;30/04/18;000000;512;8620
СОЛЛЕРС;W;07/05/18;000000;501;7300
СОЛЛЕРС;W;14/05/18;000000;492;47110
СОЛЛЕРС;W;21/05/18;000000;468;21340
СОЛЛЕРС;W;28/05/18;000000;462;27950
СОЛЛЕРС;W;04/06/18;000000;474;70550
СОЛЛЕРС;W;11/06/18;000000;495;22860
СОЛЛЕРС;W;18/06/18;000000;530;59970
СОЛЛЕРС;W;25/06/18;000000;517;191030
СОЛЛЕРС;W;02/07/18;000000;500;11340
СОЛЛЕРС;W;09/07/18;000000;513;5070
СОЛЛЕРС;W;16/07/18;000000;504;6400
СОЛЛЕРС;W;23/07/18;000000;499;3370
СОЛЛЕРС;W;30/07/18;000000;515;4180
СОЛЛЕРС;W;06/08/18;000000;499;22470
СОЛЛЕРС;W;13/08/18;000000;504;15730
СОЛЛЕРС;W;20/08/18;000000;489;7460
СОЛЛЕРС;W;27/08/18;000000;473;4250
СОЛЛЕРС;W;03/09/18;000000;466;3670
СОЛЛЕРС;W;10/09/18;000000;470;7320
СОЛЛЕРС;W;17/09/18;000000;499;42120
СОЛЛЕРС;W;24/09/18;000000;510;7700
СОЛЛЕРС;W;01/10/18;000000;496;4110
СОЛЛЕРС;W;08/10/18;000000;470;4800
СОЛЛЕРС;W;15/10/18;000000;461;8970
СОЛЛЕРС;W;22/10/18;000000;452;6590
СОЛЛЕРС;W;29/10/18;000000;447;5910
СОЛЛЕРС;W;05/11/18;000000;440;11710
СОЛЛЕРС;W;12/11/18;000000;432;35670
СОЛЛЕРС;W;19/11/18;000000;403;14980
СОЛЛЕРС;W;26/11/18;000000;406;79210
СОЛЛЕРС;W;03/12/18;000000;416.5;28920
СОЛЛЕРС;W;10/12/18;000000;408;6910
СОЛЛЕРС;W;17/12/18;000000;432;32320
